model,L,rank,x,pi,source,KF_of_distribution
NNN-TFIM,18,115,1.1546062145217298e-28,1.7333732787010422e-29,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,116,9.6329218918171541e-29,1.4461596683858743e-29,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,117,9.0318610053711650e-29,1.3559243252590050e-29,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,118,7.4980986743885114e-29,1.1256655056748048e-29,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,119,5.9042522000942998e-29,8.8638644636038264e-30,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,120,4.9247837521305292e-29,7.3934198967222503e-30,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,1,4.2395994639604808e+00,8.5339137151763889e-01,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,2,4.8688223712631445e-01,9.8004800604596654e-02,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,3,1.5681420176730121e-01,3.1565219275366992e-02,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,4,5.7061569537615618e-02,1.1485955572596712e-02,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,5,1.9170346031960665e-02,3.8588097842148267e-03,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,6,4.6210298717044790e-03,9.3016971380450759e-04,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,7,1.0963559560047951e-03,2.2068610983652716e-04,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,8,9.6414324362614388e-04,1.9407293826029449e-04,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,9,2.4820339558836128e-04,4.9961001735436852e-05,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,10,1.7615401460155194e-04,3.5458141127965263e-05,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,11,1.5860815451077269e-04,3.1926325036702007e-05,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,12,1.3273462024965865e-04,2.6718226706471027e-05,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,13,1.2834212725429598e-04,2.5834059309631032e-05,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,14,1.2673956224346531e-04,2.5511478093135312e-05,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,15,8.7610110173968062e-05,1.7635088577525817e-05,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,16,7.8717609730299018e-05,1.5845112138866028e-05,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,17,7.1276149055278889e-05,1.4347216315089879e-05,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,18,6.2014049531297269e-05,1.2482843068726711e-05,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,19,5.9089260643869148e-05,1.1894110661040686e-05,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,20,5.5267421609953009e-05,1.1124810522525587e-05,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,21,5.3901123068535002e-05,1.0849787517150914e-05,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,22,4.0947817190556427e-05,8.2424092582223787e-06,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,23,3.0764791949343004e-05,6.1926623539051777e-06,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,24,2.2830553582252321e-05,4.5955750300677143e-06,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,25,2.2666551278243533e-05,4.5625629136308072e-06,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,26,1.7941156938952756e-05,3.6113856171788629e-06,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,27,1.3919612059597227e-05,2.8018865761994240e-06,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,28,1.2731987680109151e-05,2.5628289938323550e-06,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,29,1.1223244884639775e-05,2.2591333040772225e-06,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,30,1.0626717914628951e-05,2.1390580532399083e-06,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,31,9.1376181457287554e-06,1.8393163194013970e-06,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,32,8.7843186624225543e-06,1.7682004667888723e-06,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,33,7.9919053685554830e-06,1.6086951471447586e-06,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,34,7.5818622802419284e-06,1.5261573422195869e-06,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,35,7.5632094450846331e-06,1.5224027024917324e-06,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,36,7.1440947511210699e-06,1.4380388689397206e-06,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,37,6.3630640920603637e-06,1.2808247662870850e-06,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,38,4.9802945550535869e-06,1.0024863049040679e-06,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,39,4.1073365786454145e-06,8.2676810060268710e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,40,3.6320655603952628e-06,7.3110052880613056e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,41,3.6269149179066393e-06,7.3006375306942983e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,42,2.7683709789508809e-06,5.5724695851092384e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,43,2.5414996066345710e-06,5.1157989179272946e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,44,2.3265258727047360e-06,4.6830770742763579e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,45,2.0784762970326539e-06,4.1837766819005665e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,46,1.9185038444610200e-06,3.8617672282584151e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,47,1.9028470685866096e-06,3.8302516156384302e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,48,1.8125179151470649e-06,3.6484275523110205e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,49,1.7878007417495148e-06,3.5986742143245359e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,50,1.5977723632192701e-06,3.2161650175012433e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,51,1.3242175661777905e-06,2.6655250209238830e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,52,1.2551215307545260e-06,2.5264412208207309e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,53,1.2443032488785655e-06,2.5046650401082118e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,54,1.1637195260191487e-06,2.3424576090582203e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,55,1.1603978554405034e-06,2.3357713995826868e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,56,1.1191544086050922e-06,2.2527522324179971e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,57,1.0721259245108378e-06,2.1580883310689302e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,58,9.3267351119371276e-07,1.8773837803824992e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,59,8.7038127699131401e-07,1.7519953901990001e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,60,8.6153950083950617e-07,1.7341977290260871e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,61,7.6745039268032416e-07,1.5448052315993910e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,62,7.3855210127941224e-07,1.4866356975601948e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,63,7.0344344849210832e-07,1.4159652919971539e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,64,6.3797438445158207e-07,1.2841822430830747e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,65,6.2791950129379186e-07,1.2639427119636409e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,66,6.0010580449794215e-07,1.2079563645330453e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,67,5.8977952142536987e-07,1.1871705309917096e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,68,5.5258713652434763e-07,1.1123057692836654e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,69,5.0030842502811426e-07,1.0070736555328334e-07,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,70,4.8823809517007485e-07,9.8277722036298842e-08,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,71,3.9668343816087449e-07,7.9848633397599828e-08,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,72,2.9590130394408758e-07,5.9562140658166781e-08,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,73,2.7546731137191920e-07,5.5448970747900333e-08,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,74,2.4013357516259122e-07,4.8336623022402566e-08,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,75,1.8241435944050855e-07,3.6718289477757665e-08,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,76,1.7298104683076609e-07,3.4819452652624553e-08,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,77,1.3906522089267139e-07,2.7992516886757134e-08,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,78,1.2289900589603842e-07,2.4738410336008161e-08,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,79,1.2018513389105147e-07,2.4192133506758916e-08,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,80,7.9993150892227616e-08,1.6101866540044429e-08,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,81,5.7296942512165177e-08,1.1533333931631930e-08,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,82,5.5625244519111992e-08,1.1196836898083800e-08,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,83,4.7449079583125809e-08,9.5510520385023763e-09,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,84,4.2517973720284603e-08,8.5584669532458522e-09,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,85,4.1447542892053451e-08,8.3429993270268448e-09,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,86,3.5586417409930160e-08,7.1632100671344377e-09,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,87,3.1540048398260008e-08,6.3487141625354997e-09,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,88,2.2957062292069237e-08,4.6210400397454759e-09,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,89,2.0964495843821055e-08,4.2199552135571880e-09,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,90,1.7698964499603574e-08,3.5626345642210623e-09,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,91,1.6825153697313004e-08,3.3867446941159579e-09,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,92,1.5209626481631197e-08,3.0615543080819766e-09,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,93,1.3359027173055948e-08,2.6890461276513388e-09,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,94,1.2981565305573320e-08,2.6130666150759470e-09,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,95,8.5771544435929155e-09,1.7265002641307531e-09,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,96,8.5511180035518849e-09,1.7212593744040392e-09,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,97,6.6306960307803996e-09,1.3346965504468222e-09,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,98,2.2260617056321406e-09,4.4808521847431179e-10,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,99,1.2490008458329813e-09,2.5141208595596581e-10,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,100,3.0555507999603723e-11,6.1505354694145873e-12,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,101,8.4107507273522929e-24,1.6930047660688775e-24,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,102,1.0571269906626398e-25,2.1278968923803829e-26,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,103,8.2190001322457677e-26,1.6544071804388389e-26,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,104,4.3522370114406719e-26,8.7606424709129227e-27,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,105,5.1276439572316115e-27,1.0321463493224009e-27,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,106,1.7405425190792947e-27,3.5035478708978609e-28,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,107,1.4389041766663566e-27,2.8963783471673902e-28,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,108,1.2594404459359850e-27,2.5351347895918020e-28,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,109,8.3165757311856657e-28,1.6740482278806617e-28,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,110,4.5513305438449294e-28,9.1613989671882623e-29,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,111,2.0553915173062779e-28,4.1373091983579787e-29,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,112,1.3851352009987933e-28,2.7881464722459432e-29,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,113,3.7369408562352795e-29,7.5221093636138166e-30,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,114,3.6811057354947580e-29,7.4097185336010815e-30,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,115,2.4928280600872136e-29,5.0178276868829051e-30,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,116,2.3382407413974408e-29,4.7066579996581093e-30,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,117,1.6590865704781033e-29,3.3395847317240869e-30,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,118,1.4172161011603743e-29,2.8527222974415547e-30,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,119,1.2773826680465971e-29,2.5712507898536420e-30,parity-PRG-sector-hybrid,0.73902591448
NNN-TFIM,18,120,1.2654741120000640e-29,2.5472799901030168e-30,parity-PRG-sector-hybrid,0.73902591448
