model,L,rank,x,pi,source,KF_of_distribution
NNN-TFIM,18,81,8.2948356980857913e-09,1.2452770797040274e-09,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,82,7.1008807483856233e-09,1.0660324524229945e-09,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,83,5.5134940759984453e-09,8.2772318245064624e-10,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,84,4.1154965581008695e-09,6.1784629882259313e-10,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,85,3.3864509563054819e-09,5.0839702085988029e-10,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,86,3.2731621603853442e-09,4.9138933727439692e-10,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,87,3.0447672300467422e-09,4.5710113890334376e-10,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,88,3.0139103757433183e-09,4.5246869833255732e-10,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,89,2.8136613721085058e-09,4.2240595766639237e-10,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,90,2.3241217302305635e-09,3.4891294130950415e-10,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,91,2.0781074818653757e-09,3.1197961123275767e-10,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,92,1.7423621137046579e-09,2.6157523593165111e-10,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,93,1.5609720607686802e-09,2.3434372904844669e-10,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,94,1.4196774697517831e-09,2.1313162526680082e-10,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,95,4.6099309058631192e-10,6.9207414167532475e-11,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,96,9.8562389647503383e-11,1.4796855443106334e-11,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,97,7.3759500891368026e-11,1.1073277303325724e-11,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,98,1.5318070717020307e-11,2.2996528277941469e-12,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,99,1.3485933668805968e-11,2.0245999688756251e-12,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,100,1.6500762381527639e-13,2.4772065341934021e-14,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,101,4.4644246901635884e-23,6.7022976018782747e-24,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,102,1.4482829431752274e-23,2.1742607324682754e-24,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,103,1.1172712756553212e-24,1.6773235324074311e-25,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,104,6.0027191819508894e-25,9.0116897853783620e-26,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,105,2.7765600064705786e-25,4.1683604863669436e-26,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,106,2.6496493575268258e-25,3.9778335994552592e-26,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,107,1.0981575572725556e-25,1.6486287200249887e-26,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,108,3.1282342613133435e-27,4.6963177660738225e-28,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,109,1.9529965422595019e-27,2.9319710713235901e-28,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,110,1.5362846044014680e-27,2.3063748040299404e-28,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,111,8.1241452168961471e-28,1.2196518652108497e-28,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,112,5.0919369120313690e-28,7.6443615746540422e-29,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,113,3.3794808681839722e-28,5.0735062388504485e-29,parity-PRG-sector-hybrid,0.737448808997
NNN-TFIM,18,114,1.2054125624790552e-28,1.8096472194004644e-29,parity-PRG-sector-hybrid,0.737448808997
