J2,Kinf_linear,slope_linear,rmse_linear,slope_constrained_Kinf_2_over_3,rmse_constrained_Kinf_2_over_3,num_points
0,0.67487520233797,1.161703210329933,0.001197110969729188,1.239962046530964,0.003382441453880934,8
0.05,0.6685969085713439,1.256708572791284,0.001286618300995163,1.275111183329311,0.001486195769447801,8
0.1,0.6636517195204393,1.346029962050998,0.00151150288700365,1.317285949194208,0.001906501499183151,8
0.2,0.6568131334598976,1.505290463076605,0.002221259602679696,1.411348489488576,0.004399421204965543,8
