model,J2,L,rank,x,pi,n_low_energy_eigenpairs,P2,KF,retained_mass,unresolved_mass,D_TV_ranked,source_checkpoint,source_sha256
NNN-TFIM,0.10000000000000001,14,119,8.9864192548057443e-31,2.2603552277618536e-31,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,120,7.6285463686558451e-31,1.9188092805033148e-31,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,121,6.0950177438307513e-31,1.5330806219842796e-31,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,122,4.573260048383123e-31,1.1503127068936953e-31,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,123,4.2177288097347587e-31,1.0608858872534125e-31,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,124,3.7783156028163327e-31,9.5036022500206504e-32,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,125,2.4580473935987522e-31,6.1827298712288278e-32,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,126,2.149319268692388e-31,5.4061856089343357e-32,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,127,2.0563278070919067e-31,5.1722840621603454e-32,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,128,1.8449279425704021e-31,4.6405497023776176e-32,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,129,5.528246376234377e-32,1.390520544675724e-32,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,130,3.5716111888353818e-32,8.9836783632139774e-33,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,131,3.5028217366359685e-32,8.8106521628053267e-33,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,132,2.2625367059866736e-32,5.6909615792131345e-33,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,133,1.880404093455793e-32,4.7297829117805491e-33,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,134,1.2831345230969885e-32,3.2274699688120512e-33,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,135,1.2437172261973478e-32,3.1283235896091258e-33,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,136,9.1751066808070325e-33,2.3078158010649361e-33,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,137,8.9307881282520932e-33,2.2463623231169273e-33,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,138,8.3623475489493966e-33,2.103382388766357e-33,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,139,6.4575924720645426e-33,1.6242790914947363e-33,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,140,5.6555110142182296e-33,1.4225314359572747e-33,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,141,4.2485293363273094e-33,1.0686331477948188e-33,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,142,2.865552535454252e-33,7.2077280953438751e-34,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,143,2.7330492509973241e-33,6.8744424081023579e-34,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,144,1.8754825402934697e-33,4.7174037225798938e-34,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,145,6.446221198804488e-34,1.6214188736225368e-34,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,146,5.3123042237042123e-34,1.3362045863918194e-34,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,147,3.7288962481129489e-34,9.3792976815500966e-35,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,148,2.5493114999162457e-34,6.4122865989671213e-35,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,149,2.3130424310685869e-34,5.8179986965385416e-35,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,150,1.8603534225112239e-34,4.6793494325441422e-35,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,151,1.31633192860081e-34,3.310971446932565e-35,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,152,8.6461265860306268e-35,2.174761367624121e-35,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,153,6.3407425236662706e-35,1.594887808466795e-35,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,154,3.4568621994645869e-35,8.69505007796459e-36,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,155,2.634641496925886e-35,6.6269172536881305e-36,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,156,2.4546506143149971e-35,6.1741859477884842e-36,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,157,2.427531407254744e-35,6.1059729702795419e-36,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,158,3.8074987307358867e-36,9.577006610406051e-37,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,14,159,3.7274069699397555e-36,9.3755516981846211e-37,160,3.9756668086652329,0.75993661126842926,0.9999999997301533,2.6984670054019944e-10,0.0048863491706756246,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L14_neig160.json,883fc415f9e8b3dc3a430908d7d7db0b1a63378474d7931b2cf202a2f6f706b1
NNN-TFIM,0.10000000000000001,16,1,4.4929533621001347,0.85864439374224111,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,2,0.49545516301332548,0.094686003567414453,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,3,0.15593918232714496,0.029801400966994507,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,4,0.058016929385945396,0.011087564714025012,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,5,0.020985683091048615,0.0040105555706364,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,6,0.006460108314737676,0.0012345856590027782,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,7,0.0015874828047458692,0.00030338245261021481,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,8,0.00037731403555370772,7.2108155860539571e-05,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,9,0.00013449091987916936,2.5702442259384394e-05,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,10,0.00012016886221271918,2.2965366324903227e-05,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,11,9.9591325098622179e-05,1.9032811175525181e-05,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,12,7.1310352103024193e-05,1.3628059121545432e-05,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,13,7.0320861602646831e-05,1.3438958456050634e-05,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,14,6.2555200979125635e-05,1.1954869835336671e-05,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,15,6.0275996008821149e-05,1.1519292963684786e-05,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,16,5.1333244158022181e-05,9.8102514663727892e-06,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,17,4.1930961189435424e-05,8.0133893784072192e-06,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,18,2.0016947144005759e-05,3.8254212897062902e-06,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,19,1.2263925706103578e-05,2.3437481327193226e-06,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,20,1.0363355037319999e-05,1.9805317318040993e-06,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,21,6.8146236642068372e-06,1.3023367778737252e-06,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,22,6.6215369449050964e-06,1.2654361435530908e-06,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,23,6.4406287085587709e-06,1.2308629284757013e-06,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,24,6.1091400495881369e-06,1.1675124203188073e-06,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,25,6.0686683516805606e-06,1.1597779094719537e-06,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,26,6.0561650654473108e-06,1.1573884173579035e-06,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,27,5.9043542557376949e-06,1.1283759860769114e-06,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,28,5.1717093812863463e-06,9.8836086387284135e-07,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,29,4.8985151515599686e-06,9.3615095318557866e-07,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,30,4.1252498211637079e-06,7.883728911160367e-07,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,31,2.7476300798945376e-06,5.2509718531247248e-07,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
NNN-TFIM,0.10000000000000001,16,32,2.5893227307836673e-06,4.948432060593455e-07,160,5.2326124701268206,0.74726440015627027,0.99999998154834058,1.8451659422602518e-08,0.0049187043793741149,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p1_L16_neig160.json,2851970dd9614ad4d0f0a3ea762c5831665c805477cad0f86f226bec6b019b6b
