model,J2,L,rank,x,pi,n_low_energy_eigenpairs,P2,KF,retained_mass,unresolved_mass,D_TV_ranked,source_checkpoint,source_sha256
NNN-TFIM,0.050000000000000003,12,109,6.7687054567123837e-30,1.9812410076954374e-30,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,110,5.1303624393761927e-30,1.5016881018441426e-30,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,111,9.0161487946831381e-31,2.6390812597400728e-31,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,112,2.5002076378310536e-31,7.3182589071177994e-32,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,113,2.4148340418441089e-31,7.0683652303645608e-32,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,114,4.4644446814135332e-32,1.3067699482524745e-32,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,115,4.1989536895272464e-32,1.22905912988953e-32,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,116,3.2390255973659553e-32,9.4808237402511714e-33,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,117,1.0166222885850472e-32,2.9757148990498125e-33,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,118,1.0054678237528653e-32,2.9430651061377875e-33,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,119,8.3907735712039387e-33,2.4560301510934441e-33,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,120,3.7749689200901263e-33,1.1049562246561384e-33,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,121,3.148928539517981e-33,9.2171042050716693e-34,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,122,2.2782085417115357e-33,6.6684541317199635e-34,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,123,2.2346113632027058e-33,6.5408425545374251e-34,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,124,1.1315187763526604e-33,3.3120238648648772e-34,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,125,8.5275145655049705e-34,2.4960550667992367e-34,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,126,8.2887733010184191e-34,2.4261740553628846e-34,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,127,5.6994194847161172e-34,1.6682545392753065e-34,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,128,4.7853902350533711e-34,1.400712652093751e-34,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,129,4.7206416659619483e-34,1.3817603544802816e-34,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,130,3.6038641873668495e-34,1.054872834966616e-34,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,131,3.5894595768838886e-34,1.0506565183945275e-34,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,132,2.4731350002981146e-34,7.2390156603703105e-35,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,133,2.1800690567681161e-34,6.3811939262235169e-35,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,134,1.9800930974154552e-34,5.7958522035609895e-35,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,135,1.8749509216173656e-34,5.4880946985820734e-35,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,136,1.734406839953476e-34,5.076713674895691e-35,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,137,1.5389606128593174e-34,4.5046307524008165e-35,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,138,1.4033710974322816e-34,4.1077520436202531e-35,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,139,1.2812860177155105e-34,3.7504016345804182e-35,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,140,9.3524000712062832e-35,2.7375040412007348e-35,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,141,7.6157159531540563e-35,2.2291661006442735e-35,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,142,5.9661288529991856e-35,1.7463219837753388e-35,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,143,5.8247366477615405e-35,1.7049356305092927e-35,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,144,5.4446584088368576e-35,1.5936844321958123e-35,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,145,3.9095304465731544e-35,1.1443431969555299e-35,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,146,3.6151206593397725e-35,1.0581676723646022e-35,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,147,3.4742163565975142e-35,1.0169241311085926e-35,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,148,3.2645723232855116e-35,9.5556005514566111e-36,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,149,2.8791288094375424e-35,8.4273840842612194e-36,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,150,2.8730150719327665e-35,8.409488804975968e-36,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,151,2.7022887981958641e-35,7.909762680413771e-36,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,152,2.4969214171760359e-35,7.3086399405906029e-36,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,153,1.920660826212706e-35,5.6218903527456409e-36,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,154,1.8053581128168218e-35,5.2843923399580733e-36,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,155,1.3523158369271523e-35,3.9583102095528182e-36,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,156,7.5699864138111512e-36,2.2157807880186019e-36,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,157,7.113969871171195e-36,2.0823019891192028e-36,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,158,4.5287673144505857e-36,1.3255975718078143e-36,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,12,159,3.5853068725724525e-37,1.0494409967372081e-37,160,3.4163968090816392,0.7742769689541289,1.0000000000000211,0,0.0029128217745094487,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L12_neig160.json,9004ab544badb5a6c5c0e83b21dd54b77450575872811fe0c03356f4399fd958
NNN-TFIM,0.050000000000000003,14,1,4.0728469444272335,0.86558467947964002,160,4.7053131149175265,0.75859452317807219,0.9999999999618856,3.8114400524591474e-11,0.0023608549221671099,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L14_neig160.json,e484ded2832df0bd837a43508371f950a0c9dd7476a1df39f6d01d30283c85bd
NNN-TFIM,0.050000000000000003,14,2,0.43301295689155161,0.092026385134444208,160,4.7053131149175265,0.75859452317807219,0.9999999999618856,3.8114400524591474e-11,0.0023608549221671099,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L14_neig160.json,e484ded2832df0bd837a43508371f950a0c9dd7476a1df39f6d01d30283c85bd
NNN-TFIM,0.050000000000000003,14,3,0.13104350172925272,0.027850112952908047,160,4.7053131149175265,0.75859452317807219,0.9999999999618856,3.8114400524591474e-11,0.0023608549221671099,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L14_neig160.json,e484ded2832df0bd837a43508371f950a0c9dd7476a1df39f6d01d30283c85bd
NNN-TFIM,0.050000000000000003,14,4,0.047171027483827517,0.010025056001964775,160,4.7053131149175265,0.75859452317807219,0.9999999999618856,3.8114400524591474e-11,0.0023608549221671099,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L14_neig160.json,e484ded2832df0bd837a43508371f950a0c9dd7476a1df39f6d01d30283c85bd
NNN-TFIM,0.050000000000000003,14,5,0.016195643253278356,0.0034419905450994051,160,4.7053131149175265,0.75859452317807219,0.9999999999618856,3.8114400524591474e-11,0.0023608549221671099,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L14_neig160.json,e484ded2832df0bd837a43508371f950a0c9dd7476a1df39f6d01d30283c85bd
NNN-TFIM,0.050000000000000003,14,6,0.0043240557897178383,0.00091897301712165209,160,4.7053131149175265,0.75859452317807219,0.9999999999618856,3.8114400524591474e-11,0.0023608549221671099,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L14_neig160.json,e484ded2832df0bd837a43508371f950a0c9dd7476a1df39f6d01d30283c85bd
NNN-TFIM,0.050000000000000003,14,7,0.00040123630586203445,8.5273029884020207e-05,160,4.7053131149175265,0.75859452317807219,0.9999999999618856,3.8114400524591474e-11,0.0023608549221671099,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L14_neig160.json,e484ded2832df0bd837a43508371f950a0c9dd7476a1df39f6d01d30283c85bd
NNN-TFIM,0.050000000000000003,14,8,8.7813850958921662e-05,1.866270082654443e-05,160,4.7053131149175265,0.75859452317807219,0.9999999999618856,3.8114400524591474e-11,0.0023608549221671099,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L14_neig160.json,e484ded2832df0bd837a43508371f950a0c9dd7476a1df39f6d01d30283c85bd
NNN-TFIM,0.050000000000000003,14,9,4.7927309224282597e-05,1.0185785314124127e-05,160,4.7053131149175265,0.75859452317807219,0.9999999999618856,3.8114400524591474e-11,0.0023608549221671099,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L14_neig160.json,e484ded2832df0bd837a43508371f950a0c9dd7476a1df39f6d01d30283c85bd
NNN-TFIM,0.050000000000000003,14,10,3.5845206053018432e-05,7.618027786371177e-06,160,4.7053131149175265,0.75859452317807219,0.9999999999618856,3.8114400524591474e-11,0.0023608549221671099,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L14_neig160.json,e484ded2832df0bd837a43508371f950a0c9dd7476a1df39f6d01d30283c85bd
NNN-TFIM,0.050000000000000003,14,11,2.9358661306167374e-05,6.2394702731025302e-06,160,4.7053131149175265,0.75859452317807219,0.9999999999618856,3.8114400524591474e-11,0.0023608549221671099,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L14_neig160.json,e484ded2832df0bd837a43508371f950a0c9dd7476a1df39f6d01d30283c85bd
NNN-TFIM,0.050000000000000003,14,12,2.6926211081886764e-05,5.7225120675861168e-06,160,4.7053131149175265,0.75859452317807219,0.9999999999618856,3.8114400524591474e-11,0.0023608549221671099,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L14_neig160.json,e484ded2832df0bd837a43508371f950a0c9dd7476a1df39f6d01d30283c85bd
NNN-TFIM,0.050000000000000003,14,13,2.6849418961569962e-05,5.7061917678650747e-06,160,4.7053131149175265,0.75859452317807219,0.9999999999618856,3.8114400524591474e-11,0.0023608549221671099,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L14_neig160.json,e484ded2832df0bd837a43508371f950a0c9dd7476a1df39f6d01d30283c85bd
NNN-TFIM,0.050000000000000003,14,14,2.2985389112844099e-05,4.8849860894426328e-06,160,4.7053131149175265,0.75859452317807219,0.9999999999618856,3.8114400524591474e-11,0.0023608549221671099,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L14_neig160.json,e484ded2832df0bd837a43508371f950a0c9dd7476a1df39f6d01d30283c85bd
NNN-TFIM,0.050000000000000003,14,15,9.0882923286942087e-06,1.9314957595236477e-06,160,4.7053131149175265,0.75859452317807219,0.9999999999618856,3.8114400524591474e-11,0.0023608549221671099,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L14_neig160.json,e484ded2832df0bd837a43508371f950a0c9dd7476a1df39f6d01d30283c85bd
NNN-TFIM,0.050000000000000003,14,16,5.5984473101346523e-06,1.1898139769669251e-06,160,4.7053131149175265,0.75859452317807219,0.9999999999618856,3.8114400524591474e-11,0.0023608549221671099,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L14_neig160.json,e484ded2832df0bd837a43508371f950a0c9dd7476a1df39f6d01d30283c85bd
NNN-TFIM,0.050000000000000003,14,17,4.2309852338310112e-06,8.9919313135979701e-07,160,4.7053131149175265,0.75859452317807219,0.9999999999618856,3.8114400524591474e-11,0.0023608549221671099,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L14_neig160.json,e484ded2832df0bd837a43508371f950a0c9dd7476a1df39f6d01d30283c85bd
NNN-TFIM,0.050000000000000003,14,18,3.5724922874708154e-06,7.5924645187686578e-07,160,4.7053131149175265,0.75859452317807219,0.9999999999618856,3.8114400524591474e-11,0.0023608549221671099,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L14_neig160.json,e484ded2832df0bd837a43508371f950a0c9dd7476a1df39f6d01d30283c85bd
NNN-TFIM,0.050000000000000003,14,19,3.3987522234342844e-06,7.2232222180050541e-07,160,4.7053131149175265,0.75859452317807219,0.9999999999618856,3.8114400524591474e-11,0.0023608549221671099,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L14_neig160.json,e484ded2832df0bd837a43508371f950a0c9dd7476a1df39f6d01d30283c85bd
NNN-TFIM,0.050000000000000003,14,20,2.4870838442450785e-06,5.2856925426708216e-07,160,4.7053131149175265,0.75859452317807219,0.9999999999618856,3.8114400524591474e-11,0.0023608549221671099,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L14_neig160.json,e484ded2832df0bd837a43508371f950a0c9dd7476a1df39f6d01d30283c85bd
NNN-TFIM,0.050000000000000003,14,21,2.1020992926758846e-06,4.4675013996655769e-07,160,4.7053131149175265,0.75859452317807219,0.9999999999618856,3.8114400524591474e-11,0.0023608549221671099,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L14_neig160.json,e484ded2832df0bd837a43508371f950a0c9dd7476a1df39f6d01d30283c85bd
NNN-TFIM,0.050000000000000003,14,22,1.9415191475236324e-06,4.1262273096519802e-07,160,4.7053131149175265,0.75859452317807219,0.9999999999618856,3.8114400524591474e-11,0.0023608549221671099,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L14_neig160.json,e484ded2832df0bd837a43508371f950a0c9dd7476a1df39f6d01d30283c85bd
NNN-TFIM,0.050000000000000003,14,23,1.3846070061280954e-06,2.9426458395263762e-07,160,4.7053131149175265,0.75859452317807219,0.9999999999618856,3.8114400524591474e-11,0.0023608549221671099,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L14_neig160.json,e484ded2832df0bd837a43508371f950a0c9dd7476a1df39f6d01d30283c85bd
NNN-TFIM,0.050000000000000003,14,24,1.2614592140025178e-06,2.6809251227155121e-07,160,4.7053131149175265,0.75859452317807219,0.9999999999618856,3.8114400524591474e-11,0.0023608549221671099,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L14_neig160.json,e484ded2832df0bd837a43508371f950a0c9dd7476a1df39f6d01d30283c85bd
NNN-TFIM,0.050000000000000003,14,25,9.2489562482277894e-07,1.9656409727346919e-07,160,4.7053131149175265,0.75859452317807219,0.9999999999618856,3.8114400524591474e-11,0.0023608549221671099,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L14_neig160.json,e484ded2832df0bd837a43508371f950a0c9dd7476a1df39f6d01d30283c85bd
NNN-TFIM,0.050000000000000003,14,26,5.7967000135924515e-07,1.2319477730854591e-07,160,4.7053131149175265,0.75859452317807219,0.9999999999618856,3.8114400524591474e-11,0.0023608549221671099,build/runs/a1-publication/work/nnn_tfim_expensive/checkpoints/response_j2_0p05_L14_neig160.json,e484ded2832df0bd837a43508371f950a0c9dd7476a1df39f6d01d30283c85bd
