model,L,rank,x,pi,source,KF_of_distribution
NNN-TFIM,12,42,3.3575030308287986e-10,9.8276143506038698e-11,parity-PRG-sector-hybrid,0.774276968954
NNN-TFIM,12,43,2.9623470230770530e-10,8.6709688265789033e-11,parity-PRG-sector-hybrid,0.774276968954
NNN-TFIM,12,44,1.9502294223973457e-10,5.7084394213609701e-11,parity-PRG-sector-hybrid,0.774276968954
NNN-TFIM,12,45,9.5413597415662018e-11,2.7928136790793374e-11,parity-PRG-sector-hybrid,0.774276968954
NNN-TFIM,12,46,8.3945359132837666e-11,2.4571314113656194e-11,parity-PRG-sector-hybrid,0.774276968954
NNN-TFIM,12,47,7.1176575729991182e-11,2.0833814017384046e-11,parity-PRG-sector-hybrid,0.774276968954
NNN-TFIM,12,48,5.9805066360988450e-11,1.7505304478101485e-11,parity-PRG-sector-hybrid,0.774276968954
NNN-TFIM,12,49,3.3648106016950579e-11,9.8490040523119202e-12,parity-PRG-sector-hybrid,0.774276968954
NNN-TFIM,12,50,2.8379559144249746e-11,8.3068685314333981e-12,parity-PRG-sector-hybrid,0.774276968954
NNN-TFIM,12,51,1.9623863972110656e-11,5.7440236215961523e-12,parity-PRG-sector-hybrid,0.774276968954
NNN-TFIM,12,52,1.8034311836642863e-11,5.2787521018352257e-12,parity-PRG-sector-hybrid,0.774276968954
NNN-TFIM,12,53,1.3422793956330311e-11,3.9289329391273167e-12,parity-PRG-sector-hybrid,0.774276968954
NNN-TFIM,12,54,1.3285841481683457e-11,3.8888461218457876e-12,parity-PRG-sector-hybrid,0.774276968954
NNN-TFIM,12,55,9.4602489975164892e-12,2.7690720739373060e-12,parity-PRG-sector-hybrid,0.774276968954
NNN-TFIM,12,56,9.0462444480391447e-12,2.6478904394220129e-12,parity-PRG-sector-hybrid,0.774276968954
